age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred,churn
41.0,-1,467.0,0.0,0.0,67.0,0.0,0,256.0,0,0,7.0,1,1,1,1,0,0,3,0,0,0,0,0,0,62.0,2.07,0,0
28.0,1,557.0,6.0,2.0,72.0,6.0,0,126.0,0,0,11.0,1,1,1,0,1,2,4,0,1,0,1,0,0,40.0,1.33,0,0
35.0,1,536.0,3.0,0.0,57.0,3.0,0,91.0,0,0,33.0,1,1,1,0,1,0,1,0,0,0,0,1,0,25.0,0.0,1,0
40.0,0,463.0,2.0,2.0,32.0,2.0,0,55.0,0,0,11.0,1,0,0,0,1,0,3,0,0,0,0,0,0,16.0,0.53,1,0
37.0,1,584.0,0.0,0.0,3.0,0.0,2,250.0,0,1,4.0,1,0,0,0,1,0,3,0,0,0,0,0,0,65.0,2.17,0,0
25.0,1,585.0,21.0,4.0,48.0,21.0,0,108.0,0,0,5.0,1,0,0,0,1,3,0,0,0,0,0,0,0,26.0,0.87,1,0
27.0,1,581.0,0.0,0.0,0.0,0.0,0,223.0,0,0,14.0,1,0,0,0,1,2,2,0,0,0,0,0,0,67.0,2.23,0,0
43.0,0,545.0,1.0,0.0,5.0,1.0,0,0.0,0,0,0.0,1,1,1,0,1,0,3,0,0,0,0,0,0,3.0,0.13,0,0
21.0,0,527.0,1.0,0.0,13.0,1.0,0,38.0,0,0,5.0,1,1,1,0,1,0,2,0,0,0,0,0,0,6.0,0.2,1,0
30.0,1,645.0,0.0,0.0,125.0,0.0,0,189.0,0,0,8.0,1,1,1,1,1,2,3,0,0,0,0,1,0,44.0,1.47,0,0
42.0,1,586.0,0.0,0.0,36.0,0.0,0,98.0,0,0,2.0,1,0,0,0,1,0,3,0,0,0,0,0,0,29.0,0.97,0,0
42.0,0,541.0,0.0,0.0,7.0,0.0,0,5.0,0,0,0.0,1,1,1,1,0,0,3,0,0,0,0,0,0,5.0,0.17,0,0
52.0,0,519.0,0.0,0.0,40.0,0.0,0,51.0,0,0,10.0,1,1,1,0,1,0,3,0,0,0,0,0,0,30.0,1.0,1,0
45.0,1,516.0,37.0,3.0,111.0,37.0,0,255.0,0,0,26.0,1,1,1,1,0,0,2,0,0,0,0,1,0,48.0,1.6,0,0
50.0,0,586.0,0.0,0.0,65.0,0.0,0,179.0,0,0,9.0,1,1,1,0,1,0,3,0,0,0,0,0,0,42.0,1.4,0,0
28.0,0,545.0,0.0,0.0,4.0,0.0,0,5.0,0,0,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,3.0,0.1,0,0
63.0,0,620.0,0.0,0.0,7.0,0.0,0,6.0,0,0,0.0,1,1,1,1,1,2,0,0,0,0,0,0,0,5.0,0.17,0,0
29.0,0,520.0,1.0,0.0,12.0,1.0,0,17.0,0,0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,6.0,0.86,0,0
25.0,0,526.0,6.0,0.0,10.0,6.0,0,5.0,0,0,3.0,1,1,1,0,1,0,1,0,0,0,0,1,0,12.0,0.4,0,0
22.0,-1,625.0,1.0,0.0,26.0,1.0,0,29.0,0,0,1.0,1,0,0,0,1,0,3,0,0,0,0,1,0,17.0,0.57,0,0
45.0,1,491.0,0.0,0.0,0.0,0.0,1,54.0,0,0,18.0,1,1,1,1,0,0,3,0,0,0,0,1,0,22.0,0.73,1,0
19.0,0,508.0,2.0,0.0,4.0,2.0,0,6.0,0,0,2.0,1,1,1,0,1,0,3,0,0,0,0,0,0,3.0,0.1,0,0
36.0,1,515.0,0.0,0.0,31.0,0.0,0,251.0,0,0,20.0,1,1,1,0,1,0,3,0,0,0,0,1,0,61.0,2.03,1,0
31.0,-1,601.0,1.0,0.0,35.0,1.0,0,89.0,0,0,4.0,1,0,0,0,1,0,3,0,0,0,0,1,0,21.0,0.7,0,0
62.0,0,446.0,0.0,0.0,26.0,0.0,0,68.0,0,0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,23.0,0.77,0,0
22.0,0,537.0,0.0,0.0,3.0,0.0,0,7.0,0,0,2.0,1,1,1,0,1,0,3,0,0,0,0,0,0,2.0,0.0,0,0
30.0,1,604.0,1.0,1.0,105.0,1.0,0,279.0,0,0,35.0,1,1,1,1,0,0,3,0,0,0,0,1,0,58.0,1.93,1,0
28.0,1,563.0,0.0,0.0,23.0,0.0,0,104.0,0,0,4.0,1,0,0,0,1,2,3,0,0,0,0,0,0,29.0,0.97,0,0
28.0,1,527.0,0.0,0.0,0.0,0.0,1,149.0,0,0,6.0,1,0,0,0,1,0,3,0,0,0,0,0,0,58.0,1.93,0,0
36.0,1,460.0,24.0,0.0,28.0,22.0,0,141.0,0,0,16.0,1,1,1,0,1,0,3,0,0,0,0,0,0,29.0,0.97,0,0
19.0,0,561.0,0.0,0.0,21.0,0.0,0,56.0,0,0,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,13.0,0.43,0,0
24.0,1,688.0,0.0,0.0,0.0,0.0,0,261.0,0,0,6.0,1,1,1,0,1,0,3,0,0,0,0,0,0,68.0,2.27,0,0
29.0,1,536.0,0.0,0.0,14.0,0.0,0,15.0,0,0,1.0,1,0,0,0,1,2,2,0,0,0,0,0,0,6.0,0.2,1,0
35.0,-1,525.0,0.0,0.0,0.0,0.0,0,226.0,0,0,0.0,1,0,0,1,0,0,2,0,0,0,0,0,0,59.0,1.97,0,0
29.0,1,594.0,0.0,0.0,43.0,0.0,0,75.0,0,0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,26.0,0.96,1,0
36.0,0,599.0,0.0,0.0,77.0,0.0,0,144.0,0,0,10.0,1,1,1,1,0,0,1,0,0,0,0,1,0,54.0,1.8,1,0
26.0,1,497.0,0.0,0.0,157.0,0.0,0,304.0,0,0,12.0,1,1,1,1,0,0,3,0,0,0,0,0,0,67.0,2.23,0,0
52.0,-1,528.0,10.0,0.0,41.0,10.0,0,123.0,0,0,16.0,1,1,1,1,0,0,0,0,0,0,0,0,0,8.0,0.27,0,0
33.0,-1,532.0,0.0,0.0,2.0,0.0,0,5.0,0,0,0.0,1,0,0,1,0,0,3,0,0,0,0,0,0,2.0,0.67,0,0
26.0,1,650.0,0.0,0.0,45.0,0.0,0,82.0,0,0,6.0,1,0,0,0,1,0,3,0,0,0,0,0,0,28.0,0.93,1,0
30.0,1,569.0,0.0,0.0,0.0,0.0,0,244.0,0,0,25.0,1,1,1,0,1,2,3,0,0,0,0,0,0,59.0,1.97,0,0
28.0,1,635.0,5.0,0.0,78.0,5.0,0,198.0,0,0,12.0,1,1,1,1,0,0,3,0,0,0,0,1,0,54.0,1.8,0,0
22.0,0,562.0,0.0,0.0,16.0,0.0,0,25.0,0,0,6.0,1,0,0,0,1,0,3,0,0,0,0,1,0,13.0,0.43,0,0
23.0,1,540.0,11.0,0.0,42.0,11.0,0,69.0,0,0,12.0,1,0,0,0,1,0,3,0,0,0,0,0,0,20.0,0.91,1,0
26.0,0,525.0,0.0,0.0,96.0,0.0,0,190.0,0,0,14.0,1,0,0,0,1,0,2,0,0,0,0,0,0,33.0,1.1,1,0
31.0,0,524.0,0.0,0.0,0.0,0.0,0,160.0,0,0,10.0,1,1,1,1,0,2,0,0,0,0,0,0,0,54.0,1.8,0,0
30.0,0,445.0,0.0,0.0,20.0,0.0,0,34.0,0,0,2.0,1,0,0,1,0,2,2,0,0,0,0,0,0,10.0,0.56,0,0
45.0,1,582.0,0.0,0.0,0.0,0.0,0,48.0,0,0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,24.0,0.8,0,0
19.0,0,410.0,11.0,0.0,44.0,10.0,0,105.0,0,0,15.0,1,0,0,0,1,0,0,0,0,0,0,0,0,29.0,0.97,0,0
39.0,-1,589.0,5.0,0.0,19.0,5.0,0,58.0,0,0,16.0,1,1,1,0,1,0,3,0,0,0,0,0,0,11.0,0.92,1,0
40.0,1,567.0,14.0,1.0,35.0,14.0,0,112.0,0,0,10.0,1,0,0,0,1,0,3,0,0,0,0,0,0,25.0,0.83,0,0
33.0,1,487.0,4.0,0.0,12.0,4.0,0,25.0,0,0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.0,0.67,0,0
37.0,1,639.0,7.0,3.0,96.0,7.0,0,222.0,0,0,6.0,1,0,0,0,1,0,3,0,0,0,0,0,0,54.0,1.8,1,0
21.0,-1,574.0,0.0,0.0,52.0,0.0,0,129.0,0,0,3.0,1,1,1,0,1,0,0,0,0,0,0,0,0,43.0,1.43,0,0
36.0,1,533.0,0.0,0.0,14.0,0.0,0,20.0,0,0,3.0,1,0,0,0,1,0,3,0,0,0,0,1,0,10.0,0.33,0,0
32.0,0,564.0,1.0,0.0,36.0,1.0,0,72.0,0,0,7.0,1,0,0,0,1,0,3,0,0,0,0,0,0,22.0,0.0,0,0
36.0,1,464.0,4.0,1.0,17.0,4.0,0,41.0,0,0,5.0,1,1,1,1,0,0,3,0,0,0,0,0,0,13.0,0.43,1,0
25.0,-1,621.0,11.0,1.0,34.0,11.0,0,63.0,0,0,9.0,1,0,0,0,1,0,3,0,0,0,0,0,0,16.0,0.53,1,0
42.0,0,651.0,1.0,0.0,40.0,1.0,0,30.0,0,0,8.0,1,0,0,1,0,2,3,0,0,0,0,0,0,17.0,0.57,0,0
38.0,0,590.0,3.0,0.0,85.0,3.0,0,207.0,0,0,9.0,1,1,1,0,1,0,1,0,0,1,0,0,0,41.0,1.37,0,0
32.0,1,451.0,0.0,0.0,74.0,0.0,0,130.0,0,0,8.0,1,1,1,0,1,0,1,0,0,0,0,0,0,38.0,1.27,1,0
42.0,1,584.0,0.0,0.0,71.0,0.0,0,140.0,0,0,2.0,1,0,0,1,0,0,3,0,0,0,0,0,0,50.0,1.67,0,0
21.0,0,605.0,0.0,0.0,18.0,0.0,0,35.0,0,0,4.0,1,0,0,0,1,0,3,0,0,0,0,0,0,13.0,0.43,0,0
26.0,1,718.0,25.0,0.0,151.0,25.0,0,214.0,0,0,15.0,1,0,0,1,0,0,4,0,0,0,0,0,0,57.0,1.9,1,0
35.0,0,536.0,5.0,1.0,5.0,5.0,0,21.0,0,0,3.0,1,1,1,0,1,0,3,0,0,0,0,0,0,6.0,0.75,1,0
37.0,0,584.0,0.0,0.0,0.0,0.0,1,134.0,0,0,4.0,1,1,1,0,1,0,2,0,0,0,0,0,0,47.0,1.57,0,0
38.0,-1,563.0,2.0,1.0,32.0,2.0,0,101.0,0,0,6.0,1,1,1,0,1,0,3,0,0,0,0,0,0,20.0,0.83,1,0
26.0,0,513.0,0.0,0.0,1.0,0.0,0,2.0,0,0,0.0,1,0,0,1,0,0,2,0,0,0,0,0,0,1.0,0.04,0,0
29.0,1,589.0,6.0,4.0,10.0,6.0,0,39.0,0,0,1.0,1,1,1,1,0,0,4,0,0,0,0,0,0,6.0,0.27,0,0
21.0,1,536.0,1.0,0.0,109.0,1.0,0,249.0,0,0,18.0,1,1,1,0,1,0,0,0,0,0,0,0,0,51.0,1.7,0,0
27.0,0,553.0,0.0,0.0,11.0,0.0,0,43.0,0,0,2.0,1,0,0,0,1,0,4,0,0,0,0,0,0,21.0,0.7,0,1
38.0,1,474.0,1.0,0.0,1.0,1.0,0,4.0,0,0,3.0,1,0,0,1,0,2,2,0,0,0,0,1,0,1.0,0.03,1,0
25.0,0,465.0,2.0,0.0,56.0,2.0,0,101.0,0,0,7.0,1,1,1,0,1,0,3,0,0,0,0,0,0,27.0,0.9,1,0
25.0,-1,633.0,0.0,0.0,0.0,0.0,0,182.0,0,0,5.0,1,0,0,0,1,0,1,0,1,1,0,0,0,43.0,1.43,1,0
34.0,1,503.0,0.0,0.0,20.0,0.0,0,36.0,0,0,3.0,1,0,0,1,0,3,3,0,0,0,0,0,0,18.0,0.6,1,0
38.0,1,540.0,1.0,0.0,108.0,1.0,0,180.0,0,0,19.0,1,1,1,0,1,0,0,0,0,0,0,0,0,46.0,1.53,1,0
38.0,1,619.0,0.0,0.0,28.0,0.0,0,55.0,0,0,3.0,1,1,1,1,0,0,3,0,0,0,0,0,0,19.0,0.63,1,0
27.0,1,523.0,0.0,0.0,0.0,0.0,0,118.0,0,0,9.0,1,1,1,0,1,0,0,0,0,0,0,1,0,49.0,1.63,0,0
35.0,1,508.0,0.0,0.0,0.0,0.0,0,172.0,0,0,8.0,1,0,0,1,0,0,2,0,0,0,0,1,0,64.0,2.13,0,0
20.0,1,670.0,14.0,0.0,1.0,14.0,0,49.0,0,0,7.0,1,0,0,0,1,0,2,0,0,0,0,0,0,19.0,0.63,1,0
37.0,1,546.0,0.0,0.0,0.0,0.0,1,219.0,0,0,20.0,1,1,1,0,1,0,2,0,0,0,0,0,0,71.0,2.37,1,0
25.0,0,604.0,0.0,0.0,10.0,0.0,0,15.0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0.23,0,0
36.0,1,543.0,0.0,0.0,0.0,0.0,0,168.0,0,0,26.0,1,1,1,0,1,0,0,0,0,0,0,0,0,66.0,2.2,0,0
37.0,1,584.0,3.0,0.0,112.0,3.0,0,141.0,0,0,24.0,1,1,1,1,0,0,3,0,0,0,0,0,0,16.0,0.0,1,0
35.0,0,563.0,6.0,2.0,73.0,6.0,0,203.0,0,0,8.0,1,0,0,0,1,0,4,0,0,0,0,0,0,52.0,1.73,0,0
28.0,1,505.0,0.0,0.0,28.0,0.0,0,36.0,0,0,9.0,1,1,1,1,0,0,3,0,0,0,0,0,0,10.0,0.33,1,0
41.0,0,446.0,13.0,0.0,39.0,13.0,0,95.0,0,0,5.0,1,0,0,1,0,2,3,0,0,0,0,0,0,30.0,1.0,1,0
40.0,1,453.0,0.0,0.0,0.0,0.0,0,155.0,0,0,5.0,1,0,0,1,0,2,3,0,0,0,0,0,0,52.0,1.73,0,0
36.0,1,524.0,0.0,0.0,62.0,0.0,0,255.0,0,0,17.0,1,1,1,1,0,2,4,0,0,0,0,0,0,53.0,1.77,0,0
36.0,1,508.0,31.0,3.0,34.0,31.0,0,97.0,0,0,16.0,1,1,1,1,0,0,1,0,1,0,0,0,0,35.0,1.17,1,0
21.0,1,571.0,5.0,0.0,55.0,5.0,0,120.0,0,0,11.0,1,1,1,0,1,0,0,0,0,0,0,0,0,36.0,1.2,1,0
45.0,-1,489.0,2.0,0.0,92.0,2.0,0,251.0,0,0,46.0,1,1,1,1,0,0,3,0,0,0,0,1,0,63.0,2.1,1,0
29.0,0,560.0,0.0,0.0,0.0,0.0,0,4.0,0,0,0.0,1,1,1,1,0,0,3,0,0,0,0,0,0,2.0,0.07,0,0
36.0,0,497.0,0.0,0.0,67.0,0.0,0,134.0,0,0,4.0,1,0,0,0,1,0,3,0,0,0,0,1,0,42.0,1.4,0,0
28.0,1,557.0,0.0,0.0,3.0,0.0,0,19.0,0,0,1.0,1,1,1,1,0,0,4,0,0,0,0,1,0,4.0,0.13,1,1
26.0,0,594.0,1.0,0.0,99.0,1.0,0,230.0,0,0,7.0,1,0,0,0,1,0,3,0,0,0,0,1,0,62.0,2.07,1,0
25.0,1,487.0,6.0,0.0,72.0,6.0,0,188.0,0,0,14.0,1,1,1,0,1,0,3,0,1,0,0,0,0,52.0,1.73,0,0
35.0,0,558.0,0.0,0.0,17.0,0.0,0,26.0,0,0,1.0,1,1,1,0,1,0,3,0,0,0,0,0,0,10.0,0.67,0,0
35.0,-1,659.0,0.0,0.0,65.0,0.0,0,197.0,0,0,12.0,1,0,0,0,1,2,0,0,0,0,0,0,0,29.0,0.97,1,0
32.0,1,574.0,0.0,0.0,0.0,0.0,0,208.0,0,0,33.0,1,0,0,1,0,0,2,0,0,0,0,1,0,64.0,2.13,0,0
50.0,0,550.0,0.0,0.0,79.0,0.0,0,225.0,0,0,5.0,1,1,1,1,0,0,4,0,0,0,0,0,0,47.0,1.57,1,0
27.0,1,504.0,1.0,0.0,37.0,1.0,0,131.0,0,0,9.0,1,1,1,1,0,0,3,0,0,0,0,0,0,31.0,1.03,0,0
34.0,0,548.0,4.0,0.0,41.0,4.0,0,143.0,0,0,15.0,1,1,1,1,0,2,4,0,0,0,0,0,0,29.0,0.97,0,0
23.0,0,575.0,0.0,0.0,8.0,0.0,0,21.0,0,0,7.0,1,1,1,0,1,0,3,0,0,0,0,0,0,6.0,0.2,0,0
38.0,1,554.0,0.0,0.0,0.0,0.0,0,251.0,0,0,6.0,1,1,1,0,1,0,3,0,0,0,0,0,0,69.0,2.3,0,0
23.0,0,581.0,2.0,1.0,7.0,2.0,0,14.0,0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,9.0,0.3,0,0
52.0,1,404.0,35.0,0.0,88.0,29.0,0,232.0,0,0,17.0,1,1,1,0,1,0,3,0,0,0,0,1,0,61.0,2.03,1,0
20.0,1,562.0,11.0,0.0,122.0,10.0,0,178.0,0,0,26.0,1,1,1,0,1,0,3,0,0,0,0,0,0,37.0,1.23,1,0
50.0,0,619.0,0.0,0.0,0.0,0.0,0,80.0,0,0,4.0,1,1,1,1,0,2,4,0,0,1,0,0,1,37.0,1.23,0,0
34.0,0,555.0,17.0,0.0,85.0,17.0,0,237.0,0,0,16.0,1,1,1,0,1,0,3,0,0,0,0,1,0,52.0,1.73,1,0
18.0,0,659.0,9.0,0.0,47.0,9.0,0,120.0,0,0,28.0,1,1,1,0,1,0,4,0,0,0,0,0,0,39.0,1.3,1,0
31.0,0,485.0,12.0,8.0,93.0,11.0,0,168.0,0,0,21.0,1,1,1,1,0,2,4,0,0,0,0,0,0,47.0,1.57,1,0
22.0,0,480.0,7.0,1.0,125.0,6.0,0,256.0,0,0,12.0,1,1,1,0,1,3,4,0,0,0,0,1,0,57.0,1.9,1,0
20.0,0,521.0,0.0,0.0,6.0,0.0,0,1.0,0,0,0.0,1,0,0,1,0,0,3,0,0,0,0,1,0,2.0,0.07,1,0
50.0,0,611.0,0.0,0.0,15.0,0.0,0,46.0,0,0,4.0,1,0,0,0,1,0,3,0,0,0,0,0,0,14.0,0.52,1,0
29.0,1,533.0,23.0,0.0,112.0,22.0,0,165.0,0,0,22.0,1,1,1,0,1,0,0,0,0,0,0,0,0,49.0,1.63,1,0
35.0,1,571.0,1.0,0.0,31.0,1.0,0,91.0,0,0,8.0,1,1,1,1,0,0,4,0,0,0,0,0,0,26.0,0.87,0,0
25.0,1,536.0,5.0,0.0,26.0,5.0,0,49.0,0,0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,23.0,0.77,1,0
25.0,-1,535.0,0.0,0.0,122.0,0.0,0,255.0,0,0,8.0,1,0,0,1,0,0,4,0,0,0,0,0,0,56.0,1.87,1,0
31.0,1,534.0,0.0,0.0,14.0,0.0,0,16.0,0,0,2.0,1,0,0,0,1,0,3,0,0,0,0,0,0,6.0,0.67,0,0
30.0,1,482.0,1.0,0.0,132.0,1.0,0,283.0,0,0,6.0,1,1,1,0,1,0,3,0,1,0,0,0,0,64.0,2.13,1,0
36.0,1,453.0,24.0,1.0,101.0,24.0,0,269.0,0,0,14.0,1,1,1,1,0,2,3,0,0,0,0,0,0,63.0,2.1,0,0
23.0,0,498.0,0.0,0.0,11.0,0.0,0,39.0,0,0,4.0,1,0,0,1,0,0,4,0,0,0,0,1,0,17.0,0.57,0,0
25.0,1,615.0,0.0,0.0,0.0,0.0,1,248.0,1,0,12.0,1,1,1,0,1,0,3,0,0,0,0,0,0,61.0,2.03,0,0
27.0,0,520.0,0.0,0.0,4.0,0.0,0,5.0,0,0,0.0,1,0,0,0,1,0,3,0,0,0,0,0,0,2.0,0.0,0,1
26.0,0,517.0,0.0,0.0,175.0,0.0,0,264.0,0,0,29.0,1,1,1,1,0,0,3,0,0,0,0,0,0,59.0,1.97,0,0
55.0,1,596.0,12.0,0.0,15.0,12.0,0,51.0,0,0,14.0,1,1,1,1,0,2,0,0,0,0,0,0,0,12.0,0.6,1,0
42.0,1,556.0,16.0,0.0,83.0,16.0,0,162.0,0,0,24.0,1,1,1,0,1,0,3,0,0,0,0,0,0,34.0,1.13,0,0
24.0,0,521.0,5.0,1.0,71.0,5.0,0,156.0,0,0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,49.0,1.63,0,0
35.0,0,593.0,7.0,0.0,21.0,7.0,0,64.0,0,0,5.0,1,0,0,0,1,0,3,0,0,0,0,0,0,25.0,0.83,0,0
29.0,1,460.0,2.0,2.0,11.0,2.0,0,31.0,0,0,3.0,1,1,1,0,1,0,3,0,0,0,0,1,0,17.0,0.57,0,0
32.0,-1,617.0,38.0,3.0,91.0,38.0,0,169.0,0,0,31.0,1,1,1,0,1,0,3,0,0,0,0,0,0,40.0,1.33,1,0
24.0,1,577.0,0.0,0.0,53.0,0.0,0,115.0,0,0,8.0,1,1,1,0,1,0,3,0,0,0,0,1,0,44.0,1.47,0,0
41.0,1,610.0,0.0,0.0,0.0,0.0,0,34.0,0,0,5.0,1,0,0,1,0,0,4,0,0,0,0,0,0,16.0,0.53,0,0
26.0,-1,644.0,2.0,2.0,42.0,2.0,0,169.0,0,0,27.0,1,1,1,0,1,2,3,0,0,0,0,1,0,54.0,1.8,1,0
19.0,1,499.0,5.0,1.0,26.0,5.0,0,34.0,0,0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.0,0.53,1,0
32.0,1,506.0,0.0,0.0,4.0,0.0,0,4.0,0,0,0.0,1,1,1,0,1,0,4,0,0,0,0,0,0,1.0,0.33,0,0
34.0,-1,531.0,3.0,2.0,65.0,3.0,0,120.0,0,0,2.0,1,1,1,1,0,2,3,0,0,0,0,0,0,36.0,1.2,0,0
40.0,1,614.0,3.0,0.0,148.0,3.0,0,269.0,0,0,17.0,1,0,0,1,0,0,4,0,0,0,0,0,0,64.0,2.13,0,0
19.0,0,706.0,0.0,0.0,19.0,0.0,0,49.0,0,0,4.0,1,1,1,0,1,0,4,0,0,0,0,1,0,14.0,0.47,1,0
32.0,1,564.0,25.0,1.0,66.0,24.0,0,170.0,0,0,15.0,1,0,0,1,1,2,3,0,0,0,0,1,0,51.0,1.7,0,0
45.0,1,554.0,0.0,0.0,0.0,0.0,0,165.0,0,0,17.0,1,1,1,1,0,0,3,0,0,0,0,0,0,52.0,1.73,0,0
29.0,0,584.0,1.0,0.0,3.0,1.0,0,0.0,0,0,0.0,1,1,1,0,1,0,1,0,0,0,0,0,0,3.0,0.1,0,0
22.0,1,514.0,17.0,0.0,42.0,17.0,0,73.0,0,0,0.0,1,1,1,0,1,0,3,0,0,0,0,0,0,22.0,0.73,0,0
43.0,-1,488.0,0.0,0.0,29.0,0.0,0,73.0,0,0,7.0,1,1,1,1,0,0,1,0,0,0,0,0,0,14.0,0.82,0,0
24.0,1,518.0,31.0,2.0,73.0,31.0,0,97.0,0,0,26.0,1,1,1,1,0,0,4,0,0,0,0,1,0,33.0,1.1,1,0
29.0,-1,560.0,1.0,0.0,61.0,1.0,0,128.0,0,0,8.0,1,0,0,0,1,0,2,0,0,0,0,0,0,42.0,1.4,0,0
39.0,0,583.0,60.0,4.0,70.0,59.0,0,300.0,0,0,72.0,1,1,1,0,1,0,0,0,0,0,0,0,0,60.0,2.0,1,0
30.0,0,485.0,4.0,0.0,28.0,4.0,0,30.0,0,0,3.0,1,1,1,0,1,0,3,0,0,0,0,0,0,10.0,0.33,1,0
41.0,1,522.0,0.0,0.0,0.0,0.0,0,172.0,0,0,4.0,1,0,0,0,1,4,3,0,0,0,0,0,0,57.0,1.9,0,0
34.0,1,604.0,46.0,0.0,58.0,45.0,0,153.0,0,0,26.0,1,1,1,0,1,0,4,0,0,0,0,1,0,49.0,1.63,0,0
44.0,0,541.0,3.0,2.0,39.0,3.0,0,106.0,0,0,12.0,1,1,1,0,1,2,0,0,0,0,0,0,0,26.0,0.87,1,0
33.0,0,586.0,2.0,0.0,116.0,2.0,0,169.0,0,0,7.0,1,1,1,0,1,0,2,0,0,0,0,0,0,34.0,1.13,0,0
25.0,1,553.0,24.0,5.0,40.0,24.0,0,98.0,0,0,4.0,1,1,1,0,1,2,3,0,0,0,0,0,0,37.0,1.23,0,0
43.0,0,459.0,0.0,0.0,55.0,0.0,0,131.0,0,0,21.0,1,1,1,1,0,0,2,0,0,0,0,1,0,42.0,1.4,1,0
28.0,1,483.0,0.0,0.0,158.0,0.0,0,264.0,0,0,15.0,1,1,1,1,0,0,3,0,0,0,0,0,0,56.0,1.87,1,0
29.0,1,581.0,0.0,0.0,0.0,0.0,0,206.0,0,0,15.0,1,1,1,1,0,0,4,0,0,0,0,0,0,62.0,2.07,0,0
39.0,0,517.0,13.0,1.0,23.0,13.0,0,60.0,0,0,7.0,1,1,1,0,1,0,0,0,0,0,0,0,0,16.0,0.84,1,0
21.0,0,407.0,2.0,0.0,17.0,2.0,0,20.0,0,0,2.0,1,1,1,0,1,0,4,0,0,0,0,0,0,10.0,0.53,1,0
26.0,0,546.0,3.0,1.0,82.0,3.0,0,135.0,0,0,12.0,1,0,0,0,1,0,3,0,0,0,0,1,0,47.0,1.57,1,0
23.0,1,546.0,0.0,0.0,36.0,0.0,0,57.0,0,0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.0,0.83,1,0
37.0,1,590.0,0.0,0.0,36.0,0.0,0,100.0,0,0,1.0,1,0,0,0,1,0,3,0,0,0,0,1,0,42.0,1.4,1,0
20.0,1,576.0,5.0,1.0,48.0,5.0,0,99.0,0,0,14.0,1,1,1,0,1,0,3,0,0,1,0,1,0,27.0,0.9,1,0
27.0,1,502.0,0.0,0.0,47.0,0.0,0,183.0,0,0,7.0,1,0,0,0,1,0,2,0,0,0,0,1,0,56.0,1.87,0,0
35.0,1,563.0,9.0,1.0,65.0,9.0,0,199.0,0,0,12.0,1,0,0,0,1,0,3,0,1,0,0,0,0,54.0,1.8,0,0
32.0,1,569.0,2.0,0.0,8.0,2.0,0,100.0,0,0,30.0,1,1,1,1,0,0,3,0,0,0,0,0,0,28.0,0.93,1,0
43.0,-1,593.0,0.0,0.0,185.0,0.0,0,287.0,0,0,7.0,1,1,1,1,0,0,0,0,0,0,0,0,0,59.0,1.97,0,0
33.0,1,456.0,2.0,0.0,53.0,2.0,0,90.0,0,0,19.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,0.87,0,0
30.0,0,511.0,0.0,0.0,28.0,0.0,0,41.0,0,0,1.0,1,1,1,1,0,0,3,0,0,0,0,0,0,11.0,0.79,0,0
24.0,0,549.0,3.0,1.0,23.0,3.0,0,42.0,0,0,5.0,1,0,0,0,1,0,4,0,0,0,0,0,0,15.0,0.68,1,0
41.0,0,506.0,16.0,0.0,19.0,15.0,0,42.0,0,0,6.0,1,0,0,0,1,2,0,0,0,0,0,0,0,20.0,0.67,0,0
18.0,0,559.0,0.0,0.0,5.0,0.0,0,19.0,0,0,1.0,1,0,0,1,0,0,3,0,0,0,0,0,0,3.0,0.11,0,0
25.0,1,511.0,0.0,0.0,86.0,0.0,0,262.0,0,0,10.0,1,0,0,0,1,0,4,0,0,0,0,0,0,48.0,1.6,0,0
27.0,1,486.0,5.0,1.0,105.0,5.0,0,184.0,0,0,17.0,1,1,1,1,0,0,3,0,0,0,0,0,0,35.0,1.17,1,0
27.0,0,557.0,0.0,0.0,24.0,0.0,0,39.0,0,0,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0.43,0,0
27.0,1,565.0,0.0,0.0,0.0,0.0,0,116.0,0,0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,34.0,1.13,0,1
54.0,0,602.0,1.0,1.0,171.0,1.0,0,261.0,0,0,7.0,1,0,0,0,1,0,4,0,0,0,0,1,0,57.0,1.9,0,0
